protein,condition,light,co2_concentration,mean_intensity,mean_mass_fraction_norm,sd_intensity,Process,Pathway,Protein,Process.abbr,Pathway.abbr
slr0309,Light-0200,200,1,3012428.861603,0.0001244753,2272146.85399026,Other categories,Other,probable methyltransferase,Other,Other
slr0309,Light-0300,300,1,3810075.536155,0.0001512126,2334937.71319483,Other categories,Other,probable methyltransferase,Other,Other
slr0309,Light-1000,1000,1,2371873.06868725,0.0000693874,1083137.4593659,Other categories,Other,probable methyltransferase,Other,Other
slr0311,CO2-0-15,300,0.15,745371.615039717,0.0000959208,249460.467138775,Regulatory functions,Regulatory functions,two-component sensor histidine kinase,Regul,Regulatory functio
slr0311,CO2-0-2,300,0.2,830276.334598314,0.0000990158,167081.71231515,Regulatory functions,Regulatory functions,two-component sensor histidine kinase,Regul,Regulatory functio
slr0311,CO2-0-3,300,0.3,630855.067673233,0.0000891987,241014.308916863,Regulatory functions,Regulatory functions,two-component sensor histidine kinase,Regul,Regulatory functio
slr0311,CO2-0-5,300,0.5,723199.09339868,0.0000899563,338830.038134251,Regulatory functions,Regulatory functions,two-component sensor histidine kinase,Regul,Regulatory functio
slr0311,CO2-1-0,300,1,706451.250434122,0.0000863407,282163.268885533,Regulatory functions,Regulatory functions,two-component sensor histidine kinase,Regul,Regulatory functio
slr0311,Light-0060,60,1,2479300.347855,0.0001106798,963566.20540911,Regulatory functions,Regulatory functions,two-component sensor histidine kinase,Regul,Regulatory functio
slr0311,Light-0100,100,1,1884721.9053775,0.0000689531,863754.664509742,Regulatory functions,Regulatory functions,two-component sensor histidine kinase,Regul,Regulatory functio
slr0311,Light-0200,200,1,2365332.7495825,0.0001000002,744114.852612583,Regulatory functions,Regulatory functions,two-component sensor histidine kinase,Regul,Regulatory functio
slr0311,Light-0300,300,1,2404768.65232925,0.0000854228,1646123.66042617,Regulatory functions,Regulatory functions,two-component sensor histidine kinase,Regul,Regulatory functio
slr0311,Light-1000,1000,1,3205652.196045,0.0001411927,2452239.21795121,Regulatory functions,Regulatory functions,two-component sensor histidine kinase,Regul,Regulatory functio
slr0314,CO2-0-15,300,0.15,3286687.249248,0.0001788079,2821443.10628002,Other categories,Other,non-heme chloroperoxidase,Other,Other
slr0314,CO2-0-2,300,0.2,3532242.06852825,0.0001864533,2908419.77593527,Other categories,Other,non-heme chloroperoxidase,Other,Other
slr0314,CO2-0-3,300,0.3,724267.9544715,0.0000550314,311871.340325219,Other categories,Other,non-heme chloroperoxidase,Other,Other
slr0314,CO2-0-5,300,0.5,655741.8317605,0.0000487521,291512.561257832,Other categories,Other,non-heme chloroperoxidase,Other,Other
slr0314,CO2-1-0,300,1,859129.78449375,0.0000535198,438692.120201739,Other categories,Other,non-heme chloroperoxidase,Other,Other
slr0314,Light-0060,60,1,571206.17543025,0.0000175064,407866.420439279,Other categories,Other,non-heme chloroperoxidase,Other,Other
slr0314,Light-0100,100,1,459642.83274625,0.0000096368,69664.6747009568,Other categories,Other,non-heme chloroperoxidase,Other,Other
slr0314,Light-0200,200,1,1472322.867243,0.0000779083,609928.557791767,Other categories,Other,non-heme chloroperoxidase,Other,Other
slr0314,Light-0300,300,1,1223752.9851315,0.0000522804,362447.452770524,Other categories,Other,non-heme chloroperoxidase,Other,Other
slr0314,Light-1000,1000,1,1026810.94852175,0.0000426581,225254.015117195,Other categories,Other,non-heme chloroperoxidase,Other,Other
slr0317,CO2-0-15,300,0.15,1218465.12726533,0.0001399009,366687.509443955,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0317,CO2-0-2,300,0.2,2006485.75337629,0.0001752063,860496.801963361,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0317,CO2-0-3,300,0.3,1486806.99427781,0.0001497548,122111.058445305,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0317,CO2-0-5,300,0.5,2028789.54915035,0.0001648251,914279.340555372,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0317,CO2-1-0,300,1,2007828.7427055,0.0001556401,573349.630906593,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0317,Light-0060,60,1,2832172.410448,0.0001136264,1152517.0915681,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0317,Light-0100,100,1,2161085.65470375,0.0000665177,583271.864407674,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0317,Light-0200,200,1,3830415.26899675,0.000177918,1050810.71454096,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0317,Light-0300,300,1,3924728.2832765,0.0001561571,1407628.77577096,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0317,Light-1000,1000,1,4294567.122813,0.0001882554,1326081.604395,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0318,CO2-0-15,300,0.15,3433278.08201688,0.0002699657,1547180.75956464,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0318,CO2-0-2,300,0.2,3511421.26226979,0.0002696425,1252843.45743556,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0318,CO2-0-3,300,0.3,5428404.44405905,0.0003544204,813859.439081359,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0318,CO2-0-5,300,0.5,3924768.39952508,0.0002668064,1021224.39789124,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0318,CO2-1-0,300,1,2075134.16508673,0.0001824421,452130.588295875,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0318,Light-0060,60,1,4108409.63525015,0.000177333,611573.8529632,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0318,Light-0100,100,1,4839501.74519712,0.0002259272,2879285.78174231,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0318,Light-0200,200,1,3597403.34466185,0.0001377988,1112499.13938557,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0318,Light-0300,300,1,4661110.67718366,0.0001764663,1385473.27640953,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0318,Light-1000,1000,1,6641797.88639344,0.0003114928,3589965.74793798,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0320,CO2-0-15,300,0.15,2193001.20201813,0.0001803703,1259292.13070996,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0320,CO2-0-2,300,0.2,1857043.14824958,0.0001621869,958737.499921995,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0320,CO2-0-3,300,0.3,1303674.68022901,0.0001353187,580450.478759661,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0320,CO2-0-5,300,0.5,1845145.85227775,0.0001512461,485767.197501201,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0320,CO2-1-0,300,1,2308403.53054991,0.0001606476,339622.420996676,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0320,Light-0060,60,1,2684795.0205525,0.0001095179,785887.238868141,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0320,Light-0100,100,1,1991108.9583575,0.0000609148,1748594.61885937,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0320,Light-0200,200,1,3272633.6563225,0.0001461657,2087124.33250286,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0320,Light-0300,300,1,3900272.6770975,0.000160732,3329611.91358984,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0320,Light-1000,1000,1,3388245.7043,0.0001373354,1447569.87761863,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0321,CO2-0-15,300,0.15,971877.654485718,0.0000612707,520700.983177756,Regulatory functions,Regulatory functions,GTP-binding protein ERA homolog,Regul,Regulatory functio
slr0321,CO2-0-2,300,0.2,1466548.96440124,0.0000831944,920621.163866931,Regulatory functions,Regulatory functions,GTP-binding protein ERA homolog,Regul,Regulatory functio
slr0321,CO2-0-3,300,0.3,1305044.40472102,0.0000745811,536907.897832432,Regulatory functions,Regulatory functions,GTP-binding protein ERA homolog,Regul,Regulatory functio
slr0321,CO2-0-5,300,0.5,1429138.93272062,0.0000734067,583690.514110698,Regulatory functions,Regulatory functions,GTP-binding protein ERA homolog,Regul,Regulatory functio
slr0321,CO2-1-0,300,1,1714788.22590224,0.0000779953,271616.441648807,Regulatory functions,Regulatory functions,GTP-binding protein ERA homolog,Regul,Regulatory functio
slr0321,Light-0060,60,1,1039048.559365,0.0000567995,449479.828137086,Regulatory functions,Regulatory functions,GTP-binding protein ERA homolog,Regul,Regulatory functio
slr0321,Light-0100,100,1,1345403.52051575,0.000077421,366283.809176427,Regulatory functions,Regulatory functions,GTP-binding protein ERA homolog,Regul,Regulatory functio
slr0321,Light-0200,200,1,1582668.07056375,0.0000924109,459901.776436276,Regulatory functions,Regulatory functions,GTP-binding protein ERA homolog,Regul,Regulatory functio
slr0321,Light-0300,300,1,1545007.9884655,0.000078775,192790.232367201,Regulatory functions,Regulatory functions,GTP-binding protein ERA homolog,Regul,Regulatory functio
slr0321,Light-1000,1000,1,2092793.36791275,0.0001166953,851428.681109698,Regulatory functions,Regulatory functions,GTP-binding protein ERA homolog,Regul,Regulatory functio
slr0322,CO2-0-15,300,0.15,9228145.80235293,0.0004034228,332169.560331425,Regulatory functions,Regulatory functions,two-component hybrid sensor and regulator,Regul,Regulatory functio
slr0322,CO2-0-2,300,0.2,8777822.39981876,0.0003717893,217251.028222843,Regulatory functions,Regulatory functions,two-component hybrid sensor and regulator,Regul,Regulatory functio
slr0322,CO2-0-3,300,0.3,8022534.00050066,0.000329907,355733.57896064,Regulatory functions,Regulatory functions,two-component hybrid sensor and regulator,Regul,Regulatory functio
slr0322,CO2-0-5,300,0.5,8110249.08615672,0.0002950349,1124583.77967905,Regulatory functions,Regulatory functions,two-component hybrid sensor and regulator,Regul,Regulatory functio
slr0322,CO2-1-0,300,1,7459693.33423046,0.0002374536,801375.126871344,Regulatory functions,Regulatory functions,two-component hybrid sensor and regulator,Regul,Regulatory functio
slr0322,Light-0060,60,1,4496423.16225787,0.0003473005,1437132.62758626,Regulatory functions,Regulatory functions,two-component hybrid sensor and regulator,Regul,Regulatory functio
slr0322,Light-0100,100,1,3251460.93556777,0.0002601942,1018261.63255076,Regulatory functions,Regulatory functions,two-component hybrid sensor and regulator,Regul,Regulatory functio
slr0322,Light-0200,200,1,2777280.28854315,0.0002254098,244647.795457401,Regulatory functions,Regulatory functions,two-component hybrid sensor and regulator,Regul,Regulatory functio
slr0322,Light-0300,300,1,3397682.35898323,0.0002430908,573860.755658165,Regulatory functions,Regulatory functions,two-component hybrid sensor and regulator,Regul,Regulatory functio
slr0322,Light-1000,1000,1,4997019.93969876,0.000351295,1503277.91354746,Regulatory functions,Regulatory functions,two-component hybrid sensor and regulator,Regul,Regulatory functio
slr0323,CO2-0-15,300,0.15,890423.984541873,0.0000380242,230859.812065971,Central intermediary metabolism,Polysaccharides and glycoproteins,putative alpha-mannosidase,CentralMet,Polysaccharides an
slr0323,CO2-0-2,300,0.2,994014.299095525,0.0000418223,331658.856722476,Central intermediary metabolism,Polysaccharides and glycoproteins,putative alpha-mannosidase,CentralMet,Polysaccharides an
slr0323,CO2-0-3,300,0.3,1125342.54920512,0.0000470015,240620.360638723,Central intermediary metabolism,Polysaccharides and glycoproteins,putative alpha-mannosidase,CentralMet,Polysaccharides an
slr0323,CO2-0-5,300,0.5,909239.884176647,0.0000327546,235939.373530946,Central intermediary metabolism,Polysaccharides and glycoproteins,putative alpha-mannosidase,CentralMet,Polysaccharides an
slr0323,CO2-1-0,300,1,1477815.94374328,0.0000499142,745622.675147255,Central intermediary metabolism,Polysaccharides and glycoproteins,putative alpha-mannosidase,CentralMet,Polysaccharides an
slr0323,Light-0060,60,1,532834.52267375,0.00004124,370198.789526973,Central intermediary metabolism,Polysaccharides and glycoproteins,putative alpha-mannosidase,CentralMet,Polysaccharides an
slr0323,Light-0100,100,1,409417.7659605,0.0000325719,146802.824828009,Central intermediary metabolism,Polysaccharides and glycoproteins,putative alpha-mannosidase,CentralMet,Polysaccharides an
slr0323,Light-0200,200,1,764537.1602895,0.0000563112,472335.080028405,Central intermediary metabolism,Polysaccharides and glycoproteins,putative alpha-mannosidase,CentralMet,Polysaccharides an
slr0323,Light-0300,300,1,768279.058083,0.0000510536,159933.67764065,Central intermediary metabolism,Polysaccharides and glycoproteins,putative alpha-mannosidase,CentralMet,Polysaccharides an
slr0323,Light-1000,1000,1,886606.06309,0.0000602244,262645.259169333,Central intermediary metabolism,Polysaccharides and glycoproteins,putative alpha-mannosidase,CentralMet,Polysaccharides an
slr0326,CO2-0-15,300,0.15,5449450.05797842,0.0009782705,667745.189804319,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0326,CO2-0-2,300,0.2,5606928.29786075,0.0009793157,554137.060862948,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0326,CO2-0-3,300,0.3,3914146.60231952,0.0008971862,1933958.80540412,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0326,CO2-0-5,300,0.5,4851078.6595248,0.000916795,2926218.32305087,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0326,CO2-1-0,300,1,7336939.92396719,0.0009881864,1170671.37990657,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0326,Light-0060,60,1,58359337.267851,0.0033073527,21147204.7093229,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0326,Light-0100,100,1,62311258.3411225,0.003556326,41450101.4270712,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0326,Light-0200,200,1,29151277.6148417,0.0012579318,10871453.1543194,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0326,Light-0300,300,1,28109847.304355,0.0009856926,11492483.6433215,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0326,Light-1000,1000,1,5954585.341239,-0.0003437578,2788182.37928639,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0329,CO2-0-15,300,0.15,5352683.900915,0.0002391304,505989.937935096,Energy metabolism,Glycolysis,glucokinase,Energy,Glycolysis
slr0329,CO2-0-2,300,0.2,6780802.4034625,0.0002994837,1324319.88996935,Energy metabolism,Glycolysis,glucokinase,Energy,Glycolysis
slr0329,CO2-0-3,300,0.3,4913564.9551325,0.0002083926,1019944.53668675,Energy metabolism,Glycolysis,glucokinase,Energy,Glycolysis
slr0329,CO2-0-5,300,0.5,2623207.174975,0.0000910239,1017254.21346549,Energy metabolism,Glycolysis,glucokinase,Energy,Glycolysis
slr0329,CO2-1-0,300,1,2284102.4420075,0.0000676624,584681.44285548,Energy metabolism,Glycolysis,glucokinase,Energy,Glycolysis
slr0329,Light-0060,60,1,719281.90585625,0.0000660333,178885.942932629,Energy metabolism,Glycolysis,glucokinase,Energy,Glycolysis
slr0329,Light-0100,100,1,447401.59134525,0.0000471102,104865.810785734,Energy metabolism,Glycolysis,glucokinase,Energy,Glycolysis
slr0329,Light-0200,200,1,764760.844315,0.000068259,143767.131091097,Energy metabolism,Glycolysis,glucokinase,Energy,Glycolysis
slr0329,Light-0300,300,1,887396.777857,0.0000702062,182207.806855462,Energy metabolism,Glycolysis,glucokinase,Energy,Glycolysis
slr0329,Light-1000,1000,1,766219.43703375,0.0000645888,191652.132294454,Energy metabolism,Glycolysis,glucokinase,Energy,Glycolysis
slr0333,CO2-0-15,300,0.15,2801275,0.0003125081,823003.69794633,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0333,CO2-0-2,300,0.2,1712438,0.0002585475,1194376.01275422,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0333,CO2-0-3,300,0.3,2543437.5,0.0002951394,1340533.48694652,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0333,CO2-0-5,300,0.5,1959828.25,0.0002590407,1830868.04867388,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0333,CO2-1-0,300,1,3520147.5,0.0003083514,1464638.52285299,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0333,Light-0060,60,1,8730032.69883078,0.0004234031,3692551.08738628,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0333,Light-0100,100,1,9955258.01321838,0.000504142,2467554.41003496,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0333,Light-0200,200,1,6537030.80720712,0.000264347,1121779.04336992,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0333,Light-0300,300,1,8015285.50429607,0.0003070537,2408082.44896633,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0333,Light-1000,1000,1,5125959.35053672,0.0001434818,1197944.81261482,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0335,CO2-0-15,300,0.15,171774919.890441,0.0023110141,19098947.1042725,Photosynthesis and respiration,Phycobilisome,phycobilisome core-membrane linker polypeptide,Photosynth,Phycobilisome
slr0335,CO2-0-2,300,0.2,181183449.295973,0.0025510234,2870784.8758955,Photosynthesis and respiration,Phycobilisome,phycobilisome core-membrane linker polypeptide,Photosynth,Phycobilisome
slr0335,CO2-0-3,300,0.3,173957423.393914,0.0020692057,8989877.19294796,Photosynthesis and respiration,Phycobilisome,phycobilisome core-membrane linker polypeptide,Photosynth,Phycobilisome
slr0335,CO2-0-5,300,0.5,209625782.470181,0.0026960814,34019719.1817194,Photosynthesis and respiration,Phycobilisome,phycobilisome core-membrane linker polypeptide,Photosynth,Phycobilisome
slr0335,CO2-1-0,300,1,317098728.360939,0.0057830255,25811415.0160176,Photosynthesis and respiration,Phycobilisome,phycobilisome core-membrane linker polypeptide,Photosynth,Phycobilisome
slr0335,Light-0060,60,1,45154064.0344323,0.0090045179,13492784.6903626,Photosynthesis and respiration,Phycobilisome,phycobilisome core-membrane linker polypeptide,Photosynth,Phycobilisome
slr0335,Light-0100,100,1,40981094.4284104,0.0087011453,11186921.8405746,Photosynthesis and respiration,Phycobilisome,phycobilisome core-membrane linker polypeptide,Photosynth,Phycobilisome
slr0335,Light-0200,200,1,6127295.43195619,0.0063052662,1215687.85399864,Photosynthesis and respiration,Phycobilisome,phycobilisome core-membrane linker polypeptide,Photosynth,Phycobilisome
slr0335,Light-0300,300,1,5361698.85451546,0.0062149079,466128.460894384,Photosynthesis and respiration,Phycobilisome,phycobilisome core-membrane linker polypeptide,Photosynth,Phycobilisome
slr0335,Light-1000,1000,1,6693701.78539559,0.0063107334,1509626.78824759,Photosynthesis and respiration,Phycobilisome,phycobilisome core-membrane linker polypeptide,Photosynth,Phycobilisome
slr0337,CO2-0-15,300,0.15,658078.771326,0.0000735825,129936.658138055,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0337,CO2-0-2,300,0.2,863313.6170565,0.0000823842,225656.98735581,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0337,CO2-0-3,300,0.3,604650.10670645,0.0000698291,107830.906459705,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0337,CO2-0-5,300,0.5,754754.769793,0.0000730781,227007.34272652,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0337,CO2-1-0,300,1,820996.89726175,0.0000723866,309295.768398525,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0337,Light-0060,60,1,3041989.68907825,0.0001676631,1670735.46288873,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0337,Light-0100,100,1,2021593.999265,0.000096513,573540.0945328,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0337,Light-0200,200,1,1879942.152052,0.0000852684,1059280.53059306,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0337,Light-0300,300,1,1893924.7901525,0.0000726302,766929.909201425,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0337,Light-1000,1000,1,1358019.3451725,0.0000432094,366219.675743196,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr0338,CO2-0-15,300,0.15,2548895.99879482,0.0003072037,194016.636851953,Other categories,Other,probable oxidoreductase,Other,Other
slr0338,CO2-0-2,300,0.2,2696530.65675034,0.0003111389,179708.619993222,Other categories,Other,probable oxidoreductase,Other,Other
slr0338,CO2-0-3,300,0.3,3123755.02213449,0.0003284355,1286132.37448279,Other categories,Other,probable oxidoreductase,Other,Other
slr0338,CO2-0-5,300,0.5,3688266.90868964,0.0003365801,1417111.03730468,Other categories,Other,probable oxidoreductase,Other,Other
slr0338,CO2-1-0,300,1,7514322.51953009,0.0004621285,1240434.68354242,Other categories,Other,probable oxidoreductase,Other,Other
slr0338,Light-0060,60,1,5377438.35420425,0.0001854063,2153058.90540285,Other categories,Other,probable oxidoreductase,Other,Other
slr0338,Light-0100,100,1,9250292.5507125,0.0004490381,8582919.27417404,Other categories,Other,probable oxidoreductase,Other,Other
slr0338,Light-0200,200,1,11506028.86403,0.0005944281,5080458.0356549,Other categories,Other,probable oxidoreductase,Other,Other
slr0338,Light-0300,300,1,10406920.570135,0.0004452707,6080574.33970486,Other categories,Other,probable oxidoreductase,Other,Other
slr0338,Light-1000,1000,1,15319612.91659,0.000777575,1429284.74509469,Other categories,Other,probable oxidoreductase,Other,Other
slr0341,CO2-0-15,300,0.15,5432936.35152788,0.0001420541,725402.858420727,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0341,CO2-0-2,300,0.2,4889308.60736355,0.0001104554,285981.854721449,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0341,CO2-0-3,300,0.3,4735449.73871278,0.0000993355,384234.868346734,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0341,CO2-0-5,300,0.5,6399317.65235671,0.0001447809,920717.599282743,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0341,CO2-1-0,300,1,9234243.31832158,0.0002226014,1022465.64043219,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0341,Light-0060,60,1,1678683.83234463,0.0002331177,550081.646746008,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0341,Light-0100,100,1,1298923.50683249,0.0002064306,261655.425236921,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0341,Light-0200,200,1,1444601.52174696,0.00021525,249730.704727337,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0341,Light-0300,300,1,1869984.12672745,0.0002306705,582681.152581562,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0341,Light-1000,1000,1,2675682.70177334,0.0002855375,1291790.98740331,Unknown,Unknown,unknown protein,Unknown,Unknown
slr0342,CO2-0-15,300,0.15,15430202.9114906,0.0005232802,1919405.53705105,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6,Photosynth,Cytochrome b6/f co
slr0342,CO2-0-2,300,0.2,15629739.2836963,0.000514762,1536875.85491293,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6,Photosynth,Cytochrome b6/f co
slr0342,CO2-0-3,300,0.3,15496942.3613952,0.0004956427,1090717.70039693,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6,Photosynth,Cytochrome b6/f co
slr0342,CO2-0-5,300,0.5,16350370.9875904,0.0004562965,1697110.03326608,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6,Photosynth,Cytochrome b6/f co
slr0342,CO2-1-0,300,1,20305560.4309587,0.0005340887,2278747.27276765,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6,Photosynth,Cytochrome b6/f co
slr0342,Light-0060,60,1,2809351.96188175,0.0004071747,2105293.50500614,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6,Photosynth,Cytochrome b6/f co
slr0342,Light-0100,100,1,4184461.498643,0.0005004396,2093719.71071991,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6,Photosynth,Cytochrome b6/f co
slr0342,Light-0200,200,1,6880112.72821125,0.0006797656,1787361.23339945,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6,Photosynth,Cytochrome b6/f co
slr0342,Light-0300,300,1,5611653.74953975,0.0005535274,607691.559116279,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6,Photosynth,Cytochrome b6/f co
slr0342,Light-1000,1000,1,16579236.8349665,0.0012556703,8785793.11825064,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6,Photosynth,Cytochrome b6/f co
slr0343,CO2-0-15,300,0.15,1643030.37423081,0.0000849454,261936.408192524,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6-f complex subunit 4,Photosynth,Cytochrome b6/f co
slr0343,CO2-0-2,300,0.2,1789354.77395601,0.0000898654,198391.645788769,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6-f complex subunit 4,Photosynth,Cytochrome b6/f co
slr0343,CO2-0-3,300,0.3,2102287.28778019,0.0001026899,448643.782154848,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6-f complex subunit 4,Photosynth,Cytochrome b6/f co
slr0343,CO2-0-5,300,0.5,1915480.59905193,0.0000849589,187785.853466399,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6-f complex subunit 4,Photosynth,Cytochrome b6/f co
slr0343,CO2-1-0,300,1,2523513.33550238,0.0000993981,76783.785677764,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6-f complex subunit 4,Photosynth,Cytochrome b6/f co
slr0343,Light-0060,60,1,2185362.991326,0.0001442366,1367864.59095595,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6-f complex subunit 4,Photosynth,Cytochrome b6/f co
slr0343,Light-0100,100,1,1130102.21913525,0.0000710195,265296.15324068,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6-f complex subunit 4,Photosynth,Cytochrome b6/f co
slr0343,Light-0200,200,1,2082684.159644,0.0001346725,1022859.85474575,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6-f complex subunit 4,Photosynth,Cytochrome b6/f co
slr0343,Light-0300,300,1,1751599.49979725,0.0000996647,408919.913449314,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6-f complex subunit 4,Photosynth,Cytochrome b6/f co
slr0343,Light-1000,1000,1,2076047.53550575,0.0001240103,579637.460563959,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6-f complex subunit 4,Photosynth,Cytochrome b6/f co
slr0344,CO2-0-15,300,0.15,773769.054755,0.0000497631,778879.36786837,Cell envelope,"Surface polysaccharides, lipopolysaccharides and antigens",probable glycosyltransferase,Envelope,Surface polysaccha
slr0344,CO2-0-2,300,0.2,976210.905129,0.0000583011,882659.664918883,Cell envelope,"Surface polysaccharides, lipopolysaccharides and antigens",probable glycosyltransferase,Envelope,Surface polysaccha
slr0344,CO2-0-3,300,0.3,927894.61243575,0.0000552758,1070674.70191094,Cell envelope,"Surface polysaccharides, lipopolysaccharides and antigens",probable glycosyltransferase,Envelope,Surface polysaccha
slr0344,CO2-0-5,300,0.5,1876599.23458825,0.0000896847,605091.445131765,Cell envelope,"Surface polysaccharides, lipopolysaccharides and antigens",probable glycosyltransferase,Envelope,Surface polysaccha
slr0344,CO2-1-0,300,1,2999625.3840425,0.0001232429,702461.390819371,Cell envelope,"Surface polysaccharides, lipopolysaccharides and antigens",probable glycosyltransferase,Envelope,Surface polysaccha
slr0344,Light-0060,60,1,3330356.79110075,0.0002168966,1102124.18125032,Cell envelope,"Surface polysaccharides, lipopolysaccharides and antigens",probable glycosyltransferase,Envelope,Surface polysaccha
slr0344,Light-0100,100,1,3125739.063624,0.0002015979,1344208.092033,Cell envelope,"Surface polysaccharides, lipopolysaccharides and antigens",probable glycosyltransferase,Envelope,Surface polysaccha
